id,client_id,card_brand,card_number,expires,cvv,credit_limit,acct_open_date,year_pin_last_changed,days_since_last_trx,count_nonfraud_trx_L6M,amt_nonfraud_trx_L6M,count_fraud_trx_L6M,amt_fraud_trx_L6M
3016,1067,Visa,4668940576231188,04/2027,310,Rp14.121.000,05/2014,2014,7,201.0,Rp74.473.900,,
3017,1186,Visa,4845063997012954,01/2027,278,Rp19.338.000,05/2014,2014,604,,,,
3018,1393,Visa,4412200129683784,05/2027,930,Rp13.878.000,05/2014,2015,19,609.0,Rp338.167.400,,
3019,1491,Visa,4844854154690497,05/2029,285,Rp32.593.000,05/2014,2016,604,,,,
3020,1195,Visa,4213819030854815,06/2030,692,Rp18.985.000,05/2014,2024,26,95.0,Rp87.445.800,,
3021,1855,Visa,4355832454848293,08/2026,490,Rp21.025.000,05/2014,2016,3,187.0,Rp262.291.300,,
3022,1018,Visa,4299407178052848,12/2026,725,Rp15.376.000,05/2014,2016,13,669.0,Rp448.902.300,1.0,Rp48.200
3023,1697,Visa,"4,11048E+15",12/2027,951,Rp26.836.000,05/2014,2015,11,158.0,Rp53.980.900,1.0,Rp2.463.000
3024,1921,Visa,4297525095541797,05/2028,49,Rp13.964.000,05/2014,2015,8,107.0,Rp93.433.800,,
3026,977,Visa,4152641013108396,06/2029,561,Rp16.004.000,05/2014,2014,35,91.0,Rp53.616.900,,
3027,1076,Visa,4579975371658952,06/2026,13,Rp11.924.000,05/2014,2018,32,114.0,Rp106.807.900,,
3028,141,Visa,"4,36235E+15",01/2027,283,Rp10.042.000,05/2014,2014,12,92.0,Rp49.167.400,,
3029,1355,Visa,4107644655969763,12/2031,870,Rp14.584.000,05/2014,2014,604,,,,
3030,1177,Visa,4375233416487695,11/2029,566,Rp24.790.000,05/2014,2020,11,159.0,Rp119.453.700,,
3031,1618,Visa,4788096167141165,01/2030,88,Rp41.748.000,05/2014,2014,13,295.0,Rp236.423.800,,
3032,1781,Visa,4421074314274468,11/2027,365,Rp7.726.000,05/2014,2018,25,115.0,Rp44.216.400,,
3033,1614,Visa,4605207086612818,05/2024,438,,05/2014,2014,604,,,,
3034,1587,Amex,343245906110440,07/2028,728,Rp48.482.000,05/2015,2021,21,370.0,Rp731.006.700,1.0,Rp49.100
3035,401,Amex,321401373752458,04/2029,507,Rp17.259.000,05/2015,2019,21,156.0,Rp92.799.300,1.0,Rp46.600
3036,275,Amex,325342510254113,07/2030,179,Rp24.476.000,05/2015,2024,24,198.0,Rp187.789.600,,
3037,1741,Amex,345841340861008,12/2028,854,Rp11.768.000,05/2015,2016,33,26.0,Rp34.377.000,,
3038,1633,Amex,356560829047775,06/2026,388,Rp23.535.000,05/2015,2020,10,169.0,Rp145.097.000,,
3039,989,Amex,309385388804488,01/2030,251,Rp25.418.000,05/2015,2015,2,106.0,Rp316.281.900,,
3040,678,JCB,6863075164690679,11/2026,357,Rp11.454.000,05/2015,2015,10,114.0,Rp58.516.900,,
3041,140,Mastercard,5529182104663869,01/2028,182,Rp29.984.000,05/2015,2016,25,176.0,Rp50.303.500,,
3042,688,Mastercard,5238684130320063,11/2028,870,Rp40.108.000,05/2015,2015,23,384.0,Rp173.783.900,1.0,Rp3.666.000
3044,1397,Mastercard,5717397423380285,09/2028,862,Rp12.081.000,05/2015,2015,11,150.0,Rp130.659.700,,
3045,29,Mastercard,5345212200076229,08/2028,387,Rp25.281.000,05/2015,2015,604,,,,
3046,1424,Mastercard,5474945486540306,09/2030,533,Rp13.023.000,05/2015,2020,11,180.0,Rp62.156.700,,
3047,1243,Mastercard,5688444191664896,06/2029,723,Rp11.454.000,05/2015,2016,21,200.0,Rp226.475.100,,
3048,757,Mastercard,5604853881293164,02/2026,942,Rp20.248.000,05/2015,2015,24,173.0,Rp161.967.600,,
3049,595,Mastercard,5268706720915465,07/2026,202,Rp28.297.000,05/2015,2015,12,75.0,Rp67.723.200,,
3050,124,Mastercard,5683051566552763,03/2030,924,Rp20.432.000,05/2015,2015,15,219.0,Rp83.338.700,1.0,Rp2.108.000
3051,782,Mastercard,5863102770923374,03/2030,62,Rp20.483.000,05/2015,2015,17,392.0,Rp229.127.800,,
3052,1719,Mastercard,5649993743023413,05/2028,600,Rp25.157.000,05/2015,2015,19,200.0,Rp134.067.800,,
3053,206,Mastercard,5817132520514792,01/2030,425,Rp17.730.000,05/2015,2016,17,294.0,Rp270.269.100,2.0,Rp3.189.500
3054,1324,Mastercard,5147547789135485,12/2026,635,Rp20.417.000,05/2015,2017,16,144.0,Rp106.539.400,,
3055,27,Mastercard,5876088623884858,06/2031,299,Rp16.456.000,05/2015,2015,21,53.0,Rp27.854.200,,
3056,1902,Mastercard,5099488514797621,06/2027,652,Rp17.396.000,05/2015,2016,27,303.0,Rp223.162.500,,
3057,576,Mastercard,5940844230264571,01/2030,441,Rp46.231.000,05/2015,2015,7,65.0,Rp26.845.800,,
3058,1468,Mastercard,5820539169400556,06/2028,359,Rp50.263.000,10/2010,2019,604,,,,
3059,1057,Mastercard,5057040773022396,06/2026,546,Rp36.707.000,05/2015,2025,604,,,,
3060,1695,Mastercard,5064256706957228,07/2028,302,Rp19.926.000,05/2015,2020,25,74.0,Rp117.177.700,1.0,Rp4.446.200
3061,49,Mastercard,"5,46315E+15",06/2030,13,Rp31.868.000,05/2015,2017,604,,,,
3062,327,Mastercard,5683543220441253,07/2026,750,Rp14.380.000,05/2015,2015,10,245.0,Rp172.426.100,,
3063,327,Mastercard,5911738030583603,06/2027,479,Rp20.902.000,05/2015,2015,24,284.0,Rp209.277.400,1.0,Rp450.100
3064,1084,Mastercard,5424410190052621,04/2027,437,Rp31.077.000,05/2015,2015,5,203.0,Rp154.688.400,1.0,Rp707.100
3065,1112,Mastercard,5783231256300889,12/2030,872,Rp9.414.000,05/2015,2021,604,,,,
3067,1412,Mastercard,5135678062479808,07/2027,505,Rp20.083.000,05/2015,2021,12,278.0,Rp381.331.400,,
3068,1355,Mastercard,5164840016148969,08/2029,26,Rp11.159.000,05/2015,2019,604,,,,
3069,329,Mastercard,5376701080589928,10/2026,991,Rp19.299.000,05/2015,2018,23,370.0,Rp241.701.200,,
3070,114,Mastercard,5471501151275219,05/2027,875,Rp26.072.000,05/2015,2016,7,719.0,Rp275.562.600,,
3071,742,Mastercard,5867727546265982,05/2026,868,Rp19.926.000,10/2010,2015,32,7.0,Rp888.900,,
3072,1655,Mastercard,5129559258430452,10/2029,315,Rp35.583.000,05/2015,2015,604,,,,
3073,348,Visa,4210237285941913,04/2026,160,Rp21.182.000,05/2015,2017,11,189.0,Rp169.524.000,,
3074,697,Visa,4873407892539448,08/2027,423,Rp52.932.000,05/2015,2015,14,114.0,Rp147.867.400,,
3075,1782,Visa,4853013168432421,07/2026,554,Rp3.108.000,05/2015,2019,29,86.0,Rp48.004.100,1.0,Rp50.500
3076,1799,Visa,4260012890373386,07/2028,447,Rp44.131.000,05/2015,2015,1,444.0,Rp280.598.700,1.0,Rp2.120.200
3077,409,Visa,4702266560105457,09/2028,749,Rp23.533.000,05/2015,2015,604,,,,
3078,637,Visa,4769992479242564,08/2028,572,Rp6.063.000,08/2012,2020,29,51.0,Rp39.594.300,,
3079,1694,Visa,4325110497566622,12/2030,658,Rp26.516.000,05/2015,2015,14,115.0,Rp155.929.100,,
3080,1969,Visa,4288810793226677,03/2027,453,Rp4.732.000,05/2015,2016,8,71.0,Rp30.218.000,,
3082,14,Visa,4124567693793737,04/2028,870,Rp25.832.000,05/2015,2017,22,89.0,Rp54.853.400,,
3083,948,Visa,4763339915481098,06/2029,488,Rp13.023.000,05/2015,2015,30,86.0,Rp63.431.600,,
3084,1913,Amex,333504501414647,12/2026,276,Rp27.771.000,05/2016,2018,24,128.0,Rp90.984.600,,
3085,604,Amex,359466340825605,11/2030,426,Rp25.104.000,05/2016,2016,5,161.0,Rp251.439.700,,
3086,1348,Amex,313148408217973,11/2024,576,Rp0,05/2016,2016,182,,,,
3087,1296,JCB,6969946254132652,12/2028,588,Rp31.066.000,05/2016,2016,13,174.0,Rp95.577.900,,
3088,684,JCB,6219867119924889,11/2028,425,Rp13.807.000,05/2016,2016,10,104.0,Rp83.211.800,,
3089,1644,JCB,"6,24434E+15",11/2026,414,Rp13.964.000,04/2015,2019,6,41.0,Rp31.268.200,,
3090,1828,Mastercard,"5,51311E+15",07/2026,255,Rp1.902.000,05/2016,2016,604,,,,
3091,733,Mastercard,5904146428140246,12/2026,277,Rp4.167.000,05/2016,2020,9,163.0,Rp149.168.600,,
3093,1131,Mastercard,5477242500035905,07/2029,908,Rp22.907.000,05/2016,2023,10,190.0,Rp297.280.200,,
3094,1471,Mastercard,5155511243348834,02/2026,151,Rp12.395.000,05/2016,2016,12,410.0,Rp267.387.900,,
3095,1281,Mastercard,5360137436970945,07/2030,838,Rp15.847.000,05/2016,2021,20,43.0,Rp41.887.100,1.0,Rp2.001.600
3096,161,Mastercard,5018191731735773,02/2030,889,Rp21.357.000,05/2016,2016,5,398.0,Rp176.800.200,,
3097,1533,Mastercard,5118758087775711,06/2028,993,Rp43.295.000,05/2016,2016,7,229.0,Rp184.292.600,,
3098,1771,Mastercard,5154358829015666,03/2028,153,Rp43.201.000,05/2016,2016,31,251.0,Rp187.687.000,,
3099,75,Mastercard,5689040853282702,10/2027,551,Rp14.435.000,05/2016,2016,6,81.0,Rp85.112.900,,
3100,1988,Mastercard,5565968548709329,07/2030,877,Rp47.108.000,05/2016,2016,18,147.0,Rp149.114.400,1.0,Rp1.836.500
3101,759,Mastercard,"5,56541E+15",09/2030,992,Rp39.318.000,05/2016,2016,10,163.0,Rp97.059.800,,
3102,1258,Mastercard,5477831310262429,12/2026,288,Rp38.167.000,05/2016,2016,16,80.0,Rp47.448.400,,
3103,869,Visa,4705406456208642,04/2028,542,Rp31.054.000,05/2016,2016,9,79.0,Rp62.111.600,,
3105,776,Visa,4147569007175929,07/2026,384,Rp39.256.000,05/2016,2016,9,229.0,Rp277.405.600,1.0,Rp20.700
3106,1213,Visa,4257444870981173,02/2026,297,Rp21.817.000,05/2016,2016,3,123.0,Rp62.965.800,,
3107,832,Visa,4295278548240324,07/2030,380,Rp32.598.000,05/2016,2016,3,64.0,Rp67.950.300,,
3108,992,Visa,4374177951721878,12/2029,692,Rp37.085.000,05/2016,2018,1,217.0,Rp164.673.300,,
3109,592,Visa,4088000072942924,04/2029,532,Rp24.326.000,05/2016,2017,0,138.0,Rp48.033.700,2.0,Rp2.656.500
3110,913,Visa,4526538061468985,03/2026,180,Rp10.826.000,05/2016,2016,31,139.0,Rp96.392.900,,
3111,155,Visa,4972569366952714,01/2026,855,Rp23.471.000,05/2016,2016,11,104.0,Rp54.572.800,1.0,Rp1.759.000
3112,826,Amex,304617902043505,04/2030,382,Rp30.439.000,05/2017,2017,15,44.0,Rp43.509.200,,
3113,920,Amex,341587958222262,06/2030,281,Rp15.690.000,05/2017,2017,4,109.0,Rp30.931.800,,
3114,529,Amex,348640265728493,06/2030,591,Rp7.060.000,05/2017,2017,604,,,,
3115,1116,Mastercard,5224739362243611,03/2030,922,Rp46.023.000,05/2017,2017,4,158.0,Rp114.631.400,2.0,Rp1.487.200
3116,577,Mastercard,5591077047400631,09/2026,615,Rp28.142.000,05/2017,2017,5,305.0,Rp119.039.500,,
3117,1371,Mastercard,5739342319047051,02/2026,749,Rp37.353.000,05/2017,2017,13,104.0,Rp41.125.900,,
3118,967,Mastercard,5505908551325322,10/2026,646,Rp17.174.000,09/2012,2017,604,,,,
3119,747,Mastercard,5241795986089992,04/2031,783,Rp25.990.000,05/2017,2017,29,115.0,Rp41.634.700,,
3120,272,Mastercard,5873495069998579,07/2030,162,Rp23.064.000,05/2017,2017,604,,,,
3121,315,Mastercard,5948980046719583,05/2030,710,Rp34.698.000,05/2017,2017,26,101.0,Rp79.842.100,,
3123,463,Mastercard,5043650081401232,05/2031,56,Rp20.800.000,05/2017,2017,604,,,,
3124,586,Visa,4957920148379718,11/2028,577,Rp48.564.000,05/2017,2017,21,250.0,Rp103.461.600,1.0,Rp3.407.900
3125,232,Visa,4247339520232396,07/2028,598,Rp38.285.000,05/2017,2017,604,,,,
3126,828,Visa,4073585160932951,05/2029,635,Rp6.433.000,05/2017,2017,28,436.0,Rp172.985.600,,
3127,797,Visa,4780648737008531,05/2027,156,Rp66.668.000,05/2017,2017,12,46.0,Rp28.079.600,,
3128,1148,Visa,4536763812166738,01/2027,475,Rp17.366.000,05/2017,2017,26,241.0,Rp137.205.800,,
3129,457,Amex,323995995043195,03/2027,845,Rp6.747.000,05/2018,2018,25,48.0,Rp52.645.700,,
3130,1003,JCB,"6,36952E+15",10/2030,852,Rp32.949.000,05/2018,2018,23,550.0,Rp800.335.300,,
3131,872,JCB,6591224063219779,10/2026,174,Rp6.433.000,05/2018,2018,23,72.0,Rp57.012.200,,
3132,356,Mastercard,5261666772953093,08/2029,761,Rp61.492.000,05/2018,2018,10,131.0,Rp82.694.500,,
3133,506,Mastercard,5155395661236319,06/2030,314,Rp28.234.000,05/2018,2018,14,70.0,Rp42.440.900,,
3134,371,Mastercard,5931001528763541,04/2029,471,Rp43.304.000,05/2018,2018,8,261.0,Rp367.833.900,,
3135,921,Mastercard,"5,41566E+15",03/2030,112,Rp65.449.000,05/2018,2018,24,64.0,Rp62.725.500,,
3136,1301,Visa,4199613929770276,09/2029,765,Rp35.825.000,05/2018,2018,13,204.0,Rp131.436.900,,
3137,1544,Visa,4875181033970231,01/2026,251,Rp25.131.000,05/2018,2018,4,306.0,Rp243.281.100,,
3138,1012,Visa,4078119028995757,12/2028,754,Rp33.084.000,05/2018,2018,9,167.0,Rp134.851.200,,
3139,1138,Visa,4103345732677836,08/2028,996,Rp8.786.000,05/2018,2018,20,287.0,Rp224.032.800,,
3140,1429,Visa,4846690288981542,05/2029,677,Rp19.382.000,03/2015,2018,26,42.0,Rp23.706.500,,
3141,1811,Visa,4910341780863441,11/2028,246,Rp137.143.000,05/2018,2018,7,85.0,Rp66.009.100,,
3142,532,Visa,4777234942221867,06/2029,559,Rp34.193.000,05/2018,2018,604,,,,
3143,1156,JCB,6822627615926082,08/2028,344,Rp3.922.000,05/2019,2019,22,76.0,Rp136.057.200,,
3144,1128,Mastercard,5389873336522258,10/2028,754,Rp17.416.000,05/2019,2019,15,21.0,Rp14.471.400,,
3145,530,Mastercard,5955587375467605,07/2026,522,Rp18.004.000,05/2019,2019,15,83.0,Rp20.820.300,,
3146,1915,Mastercard,5937648730770388,12/2030,903,Rp54.057.000,05/2019,2019,28,79.0,Rp60.903.300,,
3147,1459,Mastercard,5890992850865874,11/2026,901,Rp6.276.000,08/2014,2019,70,4.0,Rp332.800,,
3148,1140,Mastercard,5554081439634551,07/2028,695,Rp35.160.000,05/2019,2019,20,61.0,Rp36.389.100,,
3149,1274,Mastercard,5973716612118375,09/2029,38,Rp29.141.000,05/2019,2019,4,117.0,Rp104.785.500,,
3150,328,Mastercard,5900781818896314,08/2030,694,Rp23.731.000,05/2019,2019,27,151.0,Rp139.591.900,,
3151,1572,Mastercard,5536644643614485,03/2026,627,Rp5.492.000,08/2015,2019,604,,,,
3152,928,Mastercard,"5,07586E+15",02/2026,982,Rp30.790.000,05/2019,2019,25,44.0,Rp16.332.300,1.0,Rp341.400
3153,313,Mastercard,5401966281135701,02/2029,737,Rp19.115.000,05/2019,2019,6,158.0,Rp74.242.300,,
3154,1329,Mastercard,5371618774432893,02/2027,17,Rp15.376.000,07/2017,2019,604,,,,
3155,710,Visa,4977439177902709,10/2029,725,Rp2.040.000,05/2019,2019,604,,,,
3156,1353,Visa,4092359255548687,05/2030,548,Rp35.406.000,05/2019,2019,38,40.0,Rp6.915.700,,
3157,1993,Visa,4474146136597583,09/2031,298,Rp85.931.000,06/2015,2019,42,12.0,-Rp4.731.900,,
3158,660,Visa,4522536096309018,07/2028,832,Rp26.391.000,10/2015,2019,4,41.0,Rp14.574.400,,
3159,1089,Visa,4171386450929978,10/2026,702,Rp50.630.000,05/2019,2019,19,155.0,Rp100.613.600,,
3160,1446,Amex,351994837631702,12/2028,441,Rp4.079.000,05/2020,2020,23,64.0,Rp39.462.900,,
3161,104,JCB,6464999389821775,09/2026,611,Rp9.885.000,05/2020,2020,26,113.0,Rp91.854.400,,
3162,1314,Mastercard,5946312773938308,06/2029,291,Rp19.777.000,10/2015,2020,31,29.0,Rp18.618.200,,
3163,433,Mastercard,5647678785895097,10/2030,728,Rp15.971.000,05/2020,2020,15,87.0,Rp36.813.400,1.0,Rp1.486.500
3164,1851,Mastercard,5716512774333391,07/2030,690,Rp100.509.000,05/2020,2020,5,58.0,Rp51.403.000,,
3165,1571,Mastercard,5908095549619753,02/2026,530,Rp48.175.000,10/2015,2020,19,4.0,Rp4.240.700,,
3167,862,Mastercard,5170494527481348,05/2028,731,Rp5.962.000,05/2020,2020,13,385.0,Rp139.843.400,1.0,Rp907.200
3168,354,Visa,4298702562718334,01/2027,595,Rp23.858.000,05/2020,2020,37,44.0,Rp30.318.700,1.0,Rp273.500
3169,654,Visa,4589986776113951,10/2029,678,Rp11.924.000,05/2020,2020,604,,,,
3170,459,Visa,4702160782866812,07/2028,32,Rp9.885.000,05/2020,2020,19,21.0,Rp16.154.900,,
3171,943,JCB,6208996174626373,02/2029,640,Rp10.355.000,05/2021,2021,604,,,,
3172,461,Mastercard,5102353988152905,12/2028,667,Rp32.812.000,05/2021,2021,27,99.0,Rp59.878.100,,
3173,519,Mastercard,5608799929769385,01/2030,653,Rp29.067.000,05/2021,2021,41,51.0,Rp22.435.700,,
3174,942,Mastercard,5253617024037347,11/2028,224,Rp43.493.000,05/2021,2021,20,97.0,Rp69.610.700,,
3175,565,Mastercard,5971222369856302,08/2030,849,Rp27.613.000,05/2021,2021,16,87.0,Rp51.398.400,,
3176,850,Mastercard,5981401699297039,02/2026,754,Rp36.200.000,02/2020,2021,6,132.0,Rp53.946.900,,
3177,198,Mastercard,5101124751213938,11/2028,652,Rp21.478.000,05/2021,2021,16,52.0,Rp35.212.000,,
3178,86,Mastercard,"5,73889E+15",06/2025,261,Rp19.597.000,06/2019,2021,4,78.0,Rp34.086.000,,
3179,397,Mastercard,5166788218031494,10/2027,167,Rp19.098.000,05/2021,2021,4,64.0,Rp17.122.100,,
3180,31,Mastercard,5325590478347304,04/2026,663,Rp40.326.000,04/2020,2021,604,,,,
3181,1446,Visa,4770102025264543,02/2026,63,Rp15.557.000,02/2020,2021,42,35.0,Rp17.214.700,,
3182,15,Visa,4885936439907966,08/2022,161,Rp0,08/2016,2021,604,,,,
3183,318,Visa,4949255212004884,05/2024,520,Rp0,05/2018,2021,604,,,,
3184,1552,Visa,4498319484048588,04/2026,282,Rp17.730.000,08/2016,2021,36,7.0,Rp7.723.500,,
3185,1604,Visa,4756917754933725,07/2027,915,Rp21.580.000,05/2021,2021,4,94.0,Rp6.672.800,,
3186,496,Visa,4602655731592723,05/2030,673,Rp35.328.000,03/2019,2021,9,28.0,Rp17.952.700,,
3187,839,Visa,"4,66136E+15",04/2030,259,Rp40.245.000,05/2021,2021,49,28.0,Rp18.562.700,,
3188,1951,JCB,6059981259285361,08/2030,661,Rp12.552.000,05/2022,2022,604,,,,
3189,1301,Mastercard,"5,97501E+15",12/2029,551,Rp34.984.000,05/2022,2022,14,40.0,Rp22.936.100,,
3190,1555,Mastercard,5004140207005826,12/2030,826,Rp3.609.000,05/2022,2022,11,37.0,Rp43.547.400,,
3191,50,Mastercard,5332822054530194,07/2026,842,Rp46.245.000,07/2020,2022,49,32.0,Rp17.568.600,,
3192,123,Mastercard,5404585495463228,10/2030,263,Rp24.014.000,05/2022,2022,8,68.0,Rp23.865.400,,
3193,1890,Mastercard,5696067026976484,03/2030,895,Rp16.603.000,05/2022,2022,604,,,,
3194,801,Mastercard,5933370673358517,03/2026,729,Rp23.601.000,03/2020,2022,33,19.0,Rp7.681.800,,
3195,1413,Mastercard,"5,13518E+15",09/2030,832,Rp23.420.000,05/2022,2022,30,45.0,Rp21.640.800,,
3196,1480,Mastercard,"5,67747E+15",11/2029,686,Rp11.140.000,01/2018,2022,604,,,,
3197,258,Visa,4410595521974956,08/2026,468,Rp23.634.000,08/2020,2022,604,,,,
3198,497,Visa,4627450737727003,11/2026,306,Rp19.612.000,03/2019,2022,69,13.0,Rp12.543.800,,
3199,1110,Visa,4994011318343994,12/2026,120,Rp22.594.000,12/2020,2022,604,,,,
3200,1274,Amex,350211718386898,12/2030,981,Rp16.788.000,05/2023,2023,26,51.0,Rp76.225.100,,
3201,1823,Visa,4907569031158213,08/2030,170,Rp19.456.000,05/2023,2023,47,19.0,Rp26.364.700,,
3202,1137,Mastercard,5018280111106134,03/2028,425,Rp17.416.000,03/2022,2024,8,8.0,Rp5.433.500,,
3203,1302,Mastercard,5129159719934931,02/2026,886,Rp14.110.000,02/2020,2024,30,6.0,Rp4.770.600,,
3204,1416,Mastercard,5804559102457694,06/2026,32,Rp36.842.000,06/2001,2017,23,87.0,Rp65.228.900,1.0,Rp1.993.900
3205,873,Mastercard,5289111922145094,10/2028,314,Rp44.567.000,06/2003,2013,604,,,,
3206,1538,Mastercard,5013050025628156,10/2027,272,Rp33.395.000,06/2003,2021,27,554.0,Rp314.911.300,,
3207,1787,Visa,4616160672677136,02/2031,410,Rp17.887.000,06/2003,2012,604,,,,
3208,996,Mastercard,5784959743819578,07/2029,348,Rp20.240.000,06/2004,2016,12,136.0,Rp161.422.900,,
3209,1484,Mastercard,5060071689988757,08/2028,113,Rp26.987.000,06/2004,2018,21,206.0,Rp157.722.100,,
3210,164,Mastercard,5220177364102104,02/2026,680,Rp22.128.000,06/2004,2013,10,117.0,Rp48.556.600,2.0,-Rp158.200
3212,1422,Mastercard,5267551356380608,12/2028,984,Rp8.553.000,06/2004,2017,20,160.0,Rp64.739.500,,
3213,807,Visa,4261622382091222,03/2029,482,Rp48.487.000,06/2004,2013,25,221.0,Rp180.587.200,,
3214,1173,Amex,309312757333159,04/2028,253,Rp17.573.000,06/2005,2018,1,41.0,Rp57.433.800,,
3215,1958,Mastercard,5622888585637629,01/2029,818,Rp15.182.000,06/2005,2014,18,164.0,Rp81.844.900,,
3216,1285,Mastercard,5607772753172564,12/2029,609,Rp32.844.000,06/2005,2019,3,268.0,Rp324.962.200,,
3217,665,Mastercard,5383484021585473,07/2031,78,Rp23.546.000,06/2001,2018,604,,,,
3218,209,Mastercard,5219421106437729,11/2029,66,Rp3.922.000,06/2005,2016,11,83.0,Rp38.615.800,,
3219,1195,Visa,4896500420485745,03/2026,197,Rp24.177.000,06/2005,2022,21,186.0,Rp108.708.400,,
3220,1279,Visa,4694285041085172,02/2027,763,Rp26.237.000,06/2005,2010,4,193.0,Rp116.154.500,,
3221,291,Amex,352221649550364,10/2030,412,Rp15.533.000,06/2006,2011,14,490.0,Rp357.761.400,,
3222,803,JCB,"6,71334E+15",02/2028,728,Rp24.006.000,06/2006,2016,604,,,,
3223,159,Jcb,6337572896253921,09/2030,827,Rp9.257.000,06/2006,2021,604,,,,
3224,820,Mastercard,5880489541836648,06/2030,558,Rp23.692.000,06/2006,2015,25,156.0,Rp134.551.600,,
3225,415,Mastercard,5411021821466207,01/2027,274,Rp27.500.000,06/2006,2010,30,208.0,Rp76.090.500,1.0,Rp1.413.700
3226,1451,Mastercard,5004479479624202,06/2030,206,Rp53.847.000,06/2006,2018,20,400.0,Rp278.756.400,,
3227,1023,Mastercard,5072448935798666,07/2029,115,Rp26.830.000,06/2006,2016,604,,,,
3228,778,Visa,4367416449267714,03/2031,163,Rp21.495.000,06/2006,2010,604,,,,
3229,1882,Visa,4848394515179455,01/2030,918,Rp56.395.000,06/2006,2014,17,81.0,Rp62.114.900,,
3230,1940,Visa,4910409648688381,02/2027,257,Rp488.000,06/2006,2016,21,174.0,Rp52.717.800,,
3231,1605,Visa,4050809280792654,10/2028,906,Rp13.650.000,06/2006,2015,29,180.0,Rp150.903.000,,
3232,1084,Amex,338539852038786,11/2026,921,Rp32.792.000,06/2007,2016,23,66.0,Rp69.752.300,,
3233,464,Amex,352397360356465,08/2028,465,Rp28.242.000,06/2007,2016,13,1421.0,Rp1.553.045.500,,
3234,1660,Mastercard,5074836567307562,03/2029,741,Rp9.414.000,06/2007,2015,24,109.0,Rp57.017.900,,
3235,515,Mastercard,5870786595656028,05/2029,221,Rp24.790.000,06/2007,2017,17,136.0,Rp80.713.000,,
3236,491,Mastercard,5438809137996738,03/2030,668,Rp11.259.000,06/2007,2017,14,42.0,Rp16.580.500,,
3238,1811,Mastercard,"5,15828E+15",10/2030,616,Rp110.123.000,06/2007,2016,27,216.0,Rp225.685.100,,
3239,1168,Mastercard,5809446324429038,09/2026,480,Rp39.887.000,06/2007,2013,5,1593.0,Rp1.231.907.200,,
3240,110,Visa,4359508857343088,09/2026,274,Rp50.558.000,06/2007,2010,604,,,,
3241,1594,Visa,"4,591E+15",03/2028,564,Rp19.223.000,06/2007,2015,5,67.0,Rp47.159.000,,
3243,994,Visa,4700657272928284,06/2029,777,Rp13.923.000,06/2007,2017,5,83.0,Rp26.425.700,,
3244,1823,Visa,4206248084502476,03/2026,545,Rp23.378.000,06/2007,2016,25,183.0,Rp268.269.800,,
3245,819,Visa,"4,06793E+15",02/2029,693,Rp13.180.000,06/2007,2015,27,192.0,Rp143.039.200,,
3247,1581,Amex,335921476257243,02/2028,743,Rp17.730.000,06/2008,2012,26,90.0,Rp26.759.400,,
3248,1981,Mastercard,5843429452249829,08/2027,570,Rp27.781.000,06/2008,2015,25,41.0,Rp17.407.600,,
3249,1055,Mastercard,5476802835185783,05/2029,744,Rp2.421.000,06/2008,2014,604,,,,
3250,750,Mastercard,5040046262063377,12/2030,731,Rp18.434.000,06/2008,2020,16,167.0,Rp130.577.600,1.0,Rp1.265.600
3251,356,Mastercard,5812893386791853,12/2028,51,Rp22.123.000,06/2008,2015,25,143.0,Rp91.317.900,,
3252,908,Mastercard,5076319230738343,01/2029,951,Rp5.695.000,06/2008,2014,21,153.0,Rp83.815.800,,
3253,1541,Mastercard,5190258026083823,12/2026,16,Rp16.631.000,06/2008,2013,27,335.0,Rp177.826.500,,
3255,674,Mastercard,5098677498618637,01/2027,475,Rp10.198.000,06/2008,2017,22,237.0,Rp113.852.700,,
3256,169,Mastercard,5995053751840192,02/2030,267,Rp19.755.000,06/2008,2015,13,176.0,Rp28.275.100,,
3257,870,Visa,4073664438482773,03/2028,973,Rp47.321.000,06/2008,2022,26,466.0,Rp328.237.400,,
3258,1916,Visa,4494411189246879,01/2029,670,Rp8.630.000,06/2008,2015,34,68.0,Rp36.327.200,,
3259,1046,Visa,4890055017613535,04/2027,956,Rp15.885.000,06/2008,2023,4,540.0,Rp210.998.100,,
3260,1349,Visa,4983219034734706,10/2027,787,Rp7.217.000,06/2008,2008,604,,,,
3261,801,Visa,4116069421023162,10/2030,820,Rp14.986.000,06/2008,2014,6,123.0,Rp43.842.600,,
3262,62,Visa,4129299581714216,06/2028,296,Rp18.571.000,06/2008,2020,30,115.0,Rp76.675.300,,
3263,1299,Visa,4515199158031467,10/2027,329,Rp13.807.000,06/2008,2021,15,134.0,Rp109.841.700,,
3264,1549,Visa,4443781290442851,06/2026,841,Rp64.203.000,06/2008,2020,17,77.0,Rp70.166.600,,
3265,55,Visa,4806234146608194,08/2026,750,Rp2.724.000,06/2008,2017,13,211.0,Rp48.517.600,,
3266,1087,Amex,345938557402151,11/2026,382,Rp11.611.000,06/2009,2011,20,133.0,Rp101.819.200,,
3267,53,Amex,311447548311580,04/2026,560,Rp23.221.000,06/2009,2015,14,806.0,Rp392.055.600,1.0,Rp361.300
3268,573,Amex,350866149120216,09/2029,265,Rp5.335.000,06/2009,2013,7,726.0,Rp245.709.000,,
